total_score,total_opponent_score,total_rebounds,total_off_rebounds,total_def_rebounds,total_blocks,total_assists,total_steals,total_turnover,total_personalfoul,total_assist_per_fgm,total_assist_turnover_ratio,expectation_per_game,avg_lose_score_by,avg_win_score_by,num_season,is_playoff,is_champion,Season,TeamID,win_rate,fgp,fg3p,total_off_rebounds_percent,total_def_rebounds_percent,total_rebound_possession_percent,total_rebound_possessiongain_percent,total_block_opp_FGA_percent,win_rate_away,win_rate_home,win_rate_neutral,win_rate_post,win_rate_regular,win_rate_overall
0.01617905510182983,0.022804377968551788,0.01441744357837893,0.010463595407644237,0.01655161593975525,0.003550295857988165,0.011124546553808947,0.014598540145985403,0.020069686411149822,0.027707543194268863,0.27365715062500406,0.1846787041954328,0.2237442322102302,0.4428119769388136,0.023869346733668362,0.026086956521739132,0.0,0.0,2014,1101,0.09523809523809523,0.40550807217473883,0.37333333333333335,0.2823529411764706,0.7176470588235294,0.268370607028754,0.7735507246376812,0.027629233511586453,0.0,0.125,0.0,0.0,0.09523809523809523,0.09523809523809523
0.06032254729659878,0.08216066318553264,0.05420551225227979,0.044034297340502834,0.059695638531534354,0.013313609467455622,0.051269649334945586,0.05498783454987835,0.07010452961672474,0.08849557522123894,0.3868347264287142,0.3113965970710921,0.2893237906186677,0.4194346289752652,0.34477945281965383,0.05652173913043478,0.0,0.0,2015,1101,0.1836734693877551,0.40512820512820513,0.37609649122807015,0.28997093023255816,0.7100290697674418,0.2645888594164456,0.7662745098039215,0.02513747054202671,0.08333333333333333,0.17647058823529413,0.6666666666666666,0.0,0.1836734693877551,0.1836734693877551
0.1090664736896516,0.14290350178481873,0.09643894238117072,0.07615172213341083,0.10738939441481016,0.032840236686390537,0.09334945586457073,0.09927007299270074,0.1205574912891986,0.1521281078803203,0.4031542368526071,0.3620137093318187,0.34607430511495446,0.4804435238211284,0.2811278615298716,0.08695652173913043,0.0,0.0,2016,1101,0.23684210526315788,0.41844149336006015,0.3715693173821253,0.2811791383219955,0.7188208616780045,0.26712623869021973,0.7889497262319562,0.03254067584480601,0.15789473684210525,0.23076923076923078,0.6,0.0,0.23684210526315788,0.23684210526315788
0.152925669389021,0.19647756438622888,0.1352081104488257,0.10361866007847696,0.15225917791026045,0.05325443786982249,0.13446191051995163,0.1418491484184915,0.17101045296167247,0.21049304677623265,0.4229988521147039,0.3811428890524891,0.3816987937866208,0.5402540349536816,0.21394007072399035,0.11739130434782609,0.0,0.0,2017,1101,0.26732673267326734,0.42843726521412473,0.3714436248682824,0.272757923128793,0.727242076871207,0.2658560630956293,0.7901098901098901,0.037286865280119916,0.25,0.25,0.0,0.0,0.26732673267326734,0.26732673267326734
0.023338157758709812,0.02118181549989675,0.014060828366192879,0.0030518819938962355,0.020003137747097582,0.009171597633136096,0.02974607013301088,0.02579075425790755,0.020766550522648083,0.035292878213232196,0.8633594716347801,0.6186305098247475,0.6144750161038005,0.7067137809187279,0.6007118927973201,0.08695652173913043,0.0,0.0,2003,1102,0.42857142857142855,0.48114901256732495,0.37564322469982847,0.1989795918367347,0.8010204081632653,0.20242214532871972,0.7268518518518519,0.04208754208754209,0.42857142857142855,0.47368421052631576,0.0,0.0,0.42857142857142855,0.42857142857142855
0.0668872118267342,0.06283741924064076,0.044729736614193286,0.028048248801046356,0.05373391904612487,0.028698224852071005,0.07460701330108827,0.07883211678832118,0.06285714285714286,0.08438685208596713,0.8213482262128293,0.6593424326304231,0.7324928683169228,0.7211692900738838,0.5869051138043158,0.11739130434782609,0.03125,0.0,2004,1102,0.6071428571428571,0.4818856394587516,0.3784232365145228,0.24285714285714285,0.7571428571428571,0.2434709351305813,0.7094488188976378,0.05004314063848145,0.7333333333333333,0.5945945945945946,0.25,0.0,0.6071428571428571,0.5964912280701754
0.11278817326579137,0.11000973537481193,0.07876101686280504,0.06016567359395436,0.08879824286162534,0.043491124260355035,0.12249093107617895,0.14087591240875913,0.10355400696864112,0.13474504846186264,0.7895218346962123,0.7107216358271811,0.7418466052105944,0.7647058823529411,0.5990738003744212,0.026086956521739132,0.0,0.0,2005,1102,0.6,0.46938775510204084,0.3732357553580763,0.2744886975242196,0.7255113024757804,0.26153846153846155,0.7193169690501601,0.047714860592124174,0.75,0.5789473684210527,0.375,0.0,0.5862068965517241,0.5862068965517241
0.1587408249767394,0.15508747086762842,0.11381119771766264,0.08777793925301554,0.12786319422654535,0.060946745562130186,0.17049576783555018,0.1953771289537713,0.1462020905923345,0.18015170670037928,0.7820237360121705,0.7245845050190225,0.7637151040211863,0.788339222614841,0.5630550010325601,0.08695652173913043,0.03125,0.0,2006,1102,0.6460176991150443,0.47242981215915975,0.37896825396825395,0.2749410840534171,0.7250589159465829,0.2679938744257274,0.7091817134076066,0.04724905501889962,0.8076923076923077,0.618421052631579,0.45454545454545453,0.0,0.7857142857142857,0.7586206896551724
0.21185257934456736,0.20544590966752221,0.15558612257374294,0.11597151576805696,0.1769689363037339,0.07396449704142012,0.22503022974607015,0.2411192214111922,0.18871080139372823,0.22808680994521704,0.786359334746336,0.7662861844109938,0.7915669496602598,0.7879858657243817,0.6120603015075378,0.11739130434782609,0.03125,0.0,2007,1102,0.6643356643356644,0.47538921214027363,0.3841577958672511,0.26559714795008915,0.7344028520499108,0.26798561151079137,0.721120186697783,0.04325454253095353,0.8181818181818182,0.6382978723404256,0.5,0.0,0.7586206896551724,0.7457627118644068
0.2535149384885764,0.25279523261645576,0.19354017015640124,0.1373346897253306,0.22387825541261375,0.08875739644970415,0.26541717049576785,0.2832116788321168,0.2381881533101045,0.2787610619469027,0.7812374618730069,0.704178907582965,0.7625694400720676,0.7665564801094267,0.5890691992070445,0.026086956521739132,0.0,0.0,2008,1102,0.6374269005847953,0.46938775510204084,0.382921589688507,0.25322306008270495,0.7467769399172951,0.25999000999001,0.7295627376425855,0.042341385718078044,0.75,0.6306306306306306,0.45,0.0,0.5,0.5
